nom;type;prérequis str;prérequis end;prérequis dex;prérequis int;prérequis wis;prérequis archerie;prérequis attaque;bonus str;bonus end;bonus dex;bonus int;bonus  wis;prérequis archerie;prérequis attaque;ca;puissance terre;puissance eau;puissance air;puissance feu;puissance lumière;puissance nécromancie;résistance terre;résistance eau;résistance air;résistance feu;résistance lumière;résistance nécromancie;attaque;esquive;archerie;parade;coup puissant;coup assommant;coup critique;transpercer l'armure;guérison rapide;méditation;immobilisation;profusion de mana;vol;se cacher;piller;chercher;métier;effet;remarque
420 Mjölnir du damné (+3);Sceptres, Fléaux et marteaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;FOR: 420, INT : 349 Obtention : Drop Saaliel (château du désert) / quête Saaliel Dégâts: 312-513 Bonus: +50% attaque | ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★           Haut de page     N'hésitez pas à signaler les erreurs ou bizarreries que vous pourriez rencontrer sur cette page. Merci. | ;
Les carquois et flèches NMS;Arcs et flèches;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28 Flèches en frêne;Arcs et flèches;19;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 2-3        Bonus : rien :)       Prérequis : Force : 19, Dextérité : 28        Obtention : 5 ébéniste | ;
35 Flèches de l'éclaireur;Arcs et flèches;21;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 1-2        Bonus : ???       Prérequis : Force : 21, Dextérité : 35        Obtention : 8 ébéniste (par lot de 20) | ;
39 Flèches de puanteur;Arcs et flèches;23;;39;26;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 1-2        Bonus : ??       Prérequis : Force : 23, Dextérité : 39, Sagesse : 17, Intelligence : 26        Encombrement : 3       Obtention : 17 ébéniste (par lot de 999) | ;
41 Flèches paralysantes;Arcs et flèches;27;;41;33;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;Dommages : 2-3        Bonus : +5 immobilisation       Prérequis : Force : 27, Dextérité : 41, Sagesse : 31, Intelligence : 33       Encombrement : 3         Obtention : 20 ébéniste (par lot de 999) | ;
67 Flèches en noyer;Arcs et flèches;21;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 3-5        Bonus : rien :)       Prérequis : Force : 21, Dextérité : 67        Obtention : 29 ébéniste | ;
84 Flèches à pointes d'acier;Arcs et flèches;21;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;Dommages : 3-5        Bonus    : +3 Transpercer Armure       Prérequis : Force : 21, Dextérité : 84        Obtention : 32 ébéniste | ;
95 Flèches en chêne;Arcs et flèches;22;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 6-10        Bonus : rien       Prérequis : Force : 22, Dextérité : 95        Obtention : 41 ébéniste | ;
161 Flèches puissamment empoisonnées;Arcs et flèches;47;;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : (2 - 4)     Bonus : poison      Prérequis : Force : 47, Dextérité : 161     Obtention : 45 forgeron | ;
184 Flèches lumineuses;Arcs et flèches;31;;184;17;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : (3 - 12)     Bonus : sort de lumière lancé aléatoirement     Prérequis : Force : 31, Dextérité : 184, sagesse : 72, intelligence : 17     Obtention : Drop des B'Zérillis (DI) | ;
184 Flèches de la terre;Arcs et flèches;94;;184;38;102;;;20;;20;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : Fourchette de dégâts dépendante de caractéristiques boostées,               valeurs relevées (archer Notos : environ 5-14)     Bonus : +10 puissance terre, +25 dex, +20 force,             sort d'enchevêtrement lancé aléatoirement     Prérequis : Force : 94, Dextérité : 184, sagesse : 102, intelligence : 38     Obtention : quête des livres de chance (DI) | ;
184 Flèches du vent;Arcs et flèches;31;;184;71;69;;;20;;20;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : Fourchette de dégâts dépendantes de caractéristiques boostées,               valeurs relevées (environ 4 - 13)    Bonus : +10 puissance air, +25 dex, +20 force,             sort d'air lancé aléatoirement     Prérequis : Force : 31, Dextérité : 184, sagesse : 69, intelligence : 71     Obtention : Drake Akaïstes (DI) | ;
349 Flèches perceuses d'armure;Arcs et flèches;89;;349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;Dommages : 1-10     Bonus :   +15 Transpercer Armure     Prérequis : Force : 89, Dextérité : 349, encombrement 3     Obtention : 74 ébéniste | ;
349 Flèches assommantes;Arcs et flèches;89;;349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;Dommages : 1-10        Bonus : +10 Coup Assommant       Prérequis : Force : 89, Dextérité : 349       Encombrement : 3       Obtention : 56 ébéniste | ;
372 Flèches naines;Arcs et flèches;94;;372;;;;;22;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 9-16        Bonus : +22 force et dextérité       Prérequis : Force : 94, Dextérité : 372       Encombrement : 5       Obtention : 44 ébéniste | ;
372 Flèches sifflantes;Arcs et flèches;94;;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;;;;;;;;;;;Dommages : 11-20        Bonus : +5 CA, +150 Coup Critique       Prérequis : Force : 94, Dextérité : 372       Encombrement : 5       Obtention : 53 ébéniste | ;
372 Flèches de feu;Arcs et flèches;94;;372;125;15;;;20;;20;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : Fourchette de dégâts dépendante de caractéristiques boostées,                  valeurs relevées (environ 4 - 13)     Bonus : +10 puissance feu, +25 dext, +20 force, sort de feu offensif       aléatoire     Prérequis : Force : 94, Dextérité : 372, Sagesse : 15, Intelligence : 125       Obtention : Coffres de DI | ;
372 Flèches de glace;Arcs et flèches;94;;372;109;31;;;20;;20;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : Fourchette de dégâts dépendante de caractéristiques boostées,                  valeurs relevées (environ 4 - 13)     Bonus : +10 puissance eau, +25 dext, +20 force, sort d'eau offensif        aléatoire      Prérequis : Force : 94, Dextérité : 372, sagesse : 31, intelligence : 109      Obtention : Zartgax (Niève)       Encombrement : 3 | ;
372 Flèches elfiques;Arcs et flèches;94;;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 13-24        Bonus : +2 CA, ??       Prérequis : Force : 94, Dextérité : 372       Encombrement : 3       Obtention : 65 ébéniste | ;
372 Flèches de rejet;Arcs et flèches;94;40;372;40;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : ?-?        Bonus : +1 CA, +10 dextérité, débuff la béné de la cible        Prérequis : Force : 94, Dextérité : 372, Sag 75, Intell 75, Endu 40       Encombrement : 3       Obtention : 68 ébéniste | ;
372 Flèches de certitude;Arcs et flèches;94;80;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : (9-18)        Bonus :   +15 chance        Prérequis : Force : 94, Dextérité : 372, 40 endu, 80 int, 80 sag,        Obtention : 92 ébéniste       Encombrement : 3 | ;
445 Flèches d'ébonite;Arcs et flèches;109;;445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 15-28        Bonus : +2 CA       Prérequis : Force : 109, Dextérité : 445       Encombrement : 3       Obtention : 73 ébéniste | ;
610 Flèches terrestres;Arcs et flèches;138;40;610;40;;;;22;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 18-25        Bonus : +22 force et dextérité, + ZZ% archerie       Prérequis : Force : 138, Dextérité : 610, Sag 26, Intell 103, Endu 40       Encombrement : 3       Obtention : 76 ébéniste | ;
610 Flèches glacées;Arcs et flèches;138;40;610;40;;;;22;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 20-30        Bonus : +22 force et dextérité, + ZZ% archerie       Prérequis : Force : 138, Dextérité : 610, Sag 26, Intell 103, Endu 40       Encombrement : 3       Obtention : 77 ébéniste | ;
610 Flèches de décharge;Arcs et flèches;138;40;610;40;;;;22;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 20-30        Bonus : +22 force et dextérité, + ZZ% archerie       Prérequis : Force : 138, Dextérité : 610, Sag 26, Intell 103, Endu 40       Encombrement : 3       Obtention : 79 ébéniste | ;
610 Flèches incendiaires;Arcs et flèches;138;40;610;40;;;;22;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : 20-30        Bonus : +22 force et dextérité, + ZZ% archerie       Prérequis : Force : 138, Dextérité : 610, Sag 26, Intell 103, Endu 40       Encombrement : 3        Obtention : 80 ébéniste | ;
610 Flèches pestilentielles;Arcs et flèches;138;15;40;;;;;22;;22;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;Dommages : (22-32)     Bonus : + level/2 en archerie, +22 force et dextérité           Lance un sort de peste sur la cible      Prérequis : Force : 138, Dextérité : 610, 40 endu, 112 int, 15 sag     Obtention : 91 ébéniste     Encombrement : 3 | ;
649 Flèches à pointes de verre;Arcs et flèches;138;200;649;;;;;25;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dommages : ??        Bonus    : +25 force et dextérité       Prérequis : Force : 138, Dextérité : 649, Endurance 200        Obtention : 100 ébéniste | ;
840 Flèches à pointe de diamant;Arcs et flèches;178;60;840;;;;;56;;56;;;;;56;;;;;;;;;;;;;;10;10;;;;;;;;10;;;;;;;Dommages : (13-24)     Bonus :  +6% esquive +10 immobilisation, + 10% Archerie Coup Critique,              +5 TA CA CP, + 28 force, +56 dex     Prérequis : Force : 178, Dextérité : 840, Endurance : 60     Obtention : 104 ébéniste | ;
Les Arcs NMS;Arcs et flèches;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Arc en os du désert (+3);Arcs et flèches;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 17 Agilité : 39     Bonus : +50% archerie     Obtention : Ebéniste 9    Prix de vente : 3.148     Dommages : 16-26    Encombrement : 8 | ;
97 Vibrevent (+3);Arcs et flèches;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 29 Agilité : 97     Bonus : +50% archerie     Obtention : Ebéniste 21    Prix de vente : 27.849     Dommages : 49-72    Encombrement : 8 | ;
184 Porteveuve (+3);Arcs et flèches;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 49 Agilité : 184     Bonus : +50% archerie     Obtention : Ebéniste 33, Donjon du Capitaine Coupe-jarret    Prix de vente : 312.997     Dommages : 103-148    Encombrement : 10 | ;
282 Arc de glace enchanté (+3);Arcs et flèches;118;;282;;;;;;;;;;;;;;25;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 118 Dextérité : 282     Bonus : +50% archerie, +25 puissance eau, +20 résist eau, -15 résist feu     Obtention : ZartGax (Niève, l'ile de glace)    Dommages : 181-254    Encombrement : 14 | ;
285 Zéphyr bleuté (+3);Arcs et flèches;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 77 Agilité : 285     Bonus : +50% archerie     Obtention : Ebéniste 45    Dommages : 185-255    Encombrement : 11 | ;
372 Vipère Argentée (+3);Arcs et flèches;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 94 Agilité : 372     Bonus : +50% archerie       Obtention : 14.410.760 (une ombre SH), Ebéniste 57    Encombrement : 11    Dommages : 206-299 | ;
372 Lune Etoilé (Vipère Argentée +4);Arcs et flèches;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;60;;10;;;;;;;;;;Prérequis : Force : 94 Agilité : 372     Bonus : +10 Immob Transpercer armure Coup assommant, +60% archerie             lance un sort d'eau aléatoirement     Obtention : Quête des Items étoilés de l'île Lune     Encombrement : 11    Dommages : 206-299 | ;
445 Arc Long des Etoiles (+3);Arcs et flèches;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 109 Agilité : 445     Bonus : +50% archerie     Obtention : 20.744.440 (une ombre SH), 10k Fève de Bronze au Salon de jeux, Ebéniste 69    Dommages : 225-331    Encombrement : 11 | ;
445 Arc Long des Maîtres Etoilés (Long des Étoiles +4);Arcs et flèches;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;10;;;;;;;;;;Prérequis : Force : 109 Agilité : 445     Bonus : +60% archerie, +10 Immob Transpercer armure Coup assommant    Obtention : Quête du Forgeron Durikh (RedWall)     Dommages : 225-331    Encombrement : 11 | ;
590 Arc de Liridell (Arc HE +4);Arcs et flèches;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;60;;10;;;;;;;;;;Prérequis : Force : 138 Agilité : 590     Bonus : +10 Immob Transpercer armure Coup assommant, +60% archerie     Obtention : Drop du dragon Liridell, Ebéniste 81    Encombrement 11      Dommages : 262-397 | ;
677 Arc recourbé en mélèze;Arcs et flèches;116;;677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 116, Dextérité : 677    Obtention : 1.114.983 (Nyctos, une maison de RedWall)    Prix de vente : 371.661     Dommages : 162-248 | ;
677 Arc recourbé en mélèze d'Angélus (+1);Arcs et flèches;116;;677;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;Prérequis : Force : 116, Dextérité : 677    Bonus : +15% archerie    Obtention : 3.344.949 (Regynia à l'Est des douves de RedWall)     Prix de vente : 743.322     Dommages : 187-285 | ;
677 Arc recourbé en mélèze féerique (+2);Arcs et flèches;116;;677;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;Prérequis : Force : 116, Dextérité : 677    Bonus : +30% archerie     Obtention : 11.149.830 (Ayanis, NO sous-sol métiers RedWwall)     Prix de vente : 1.114.983     Dommages: 211-323 | ;
677 Arc recourbé Catabatique (+3);Arcs et flèches;116;;677;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 116, Dextérité : 677    Bonus : +50% archerie    Obtention : 44.599.320 (Sphodros, montagnes Est RedWall (900,1400,3))    Prix de vente : 1.486.644    Encombrement : 8     Dommages : 244-372 | ;
691 Arc à poulie en mélèze;Arcs et flèches;138;;691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 138, Dextérité : 691    Obtention : 1.272.114 (Nyctos, une maison de RedWall)    Prix de vente : 424.038     Encombrement : 10    Dommages: 177-271 | ;
691 Arc à poulie en mélèze d'angélus (+1);Arcs et flèches;138;;691;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;Prérequis : Force : 138, Dextérité : 691    Bonus : +15% archerie    Obtention : 3.816.342 (Regynia à l'Est des douves de RedWall)    Prix de vente : 848076     Encombrement : 10    Dommages: 203-312 | ;
691 Arc à poulie en mélèze féerique (+2);Arcs et flèches;138;;691;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;Prérequis : Force : 138, Dextérité : 691    Bonus : +30% archerie    Obtention : 12.721.140 (Ayanis, NO sous-sol métiers RedWall)    Prix de vente : 1.272.114     Encombrement : 10    Dommages : 230-353 | ;
691 Arc à poulie du Joran (+3);Arcs et flèches;138;;691;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 138, Dextérité : 691     Bonus : +50% archerie    Obtention : 50.884.560 (Sphodros, montagnes Est RedWall (900,1400,3))     Prix de vente : 1.696.152     Encombrement : 10    Dommages : 265-407 | ;
706 Arc composite en mélèze;Arcs et flèches;161;;706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force : 161, Dextérité : 706     Obtention : 1.439.601 (Nyctos, une maison de RedWall)    Prix de vente : 479.867    Encombrement : 11     Dommages : 200-308 | ;
706 Arc composite en mélèze d'Angélus (+1);Arcs et flèches;161;;706;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;Prérequis : Force : 161, Dextérité : 706     Bonus : +15% archerie    Prix : 4.318.803 (Regynia à l'Est des douves de RedWall)    Prix de vente : 959734     Encombrement : 11    Dommages : 230-355 | ;
706 Arc composite en mélèze féerique (+2);Arcs et flèches;161;;706;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;Prérequis : Force : 161, Dextérité : 706     Bonus : +30% archerie    Obtention : 14.396.010 (Ayanis, NO sous-sol métiers RedWall)    Prix de vente: 143.9601     Encombrement : 11    Dommages : 260-401 | ;
706 Arc composite du Foehn (+3);Arcs et flèches;161;;706;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;Prérequis : Force : 161, Dextérité : 706     Bonus : +50% archerie    Obtention: 57.584.040(Sphodros, montagnes Est RedWall (900,1400,3))     Prix de vente: 1.919.468     Encombrement : 11    Dommages : 282-435 (anc 292-450) | ;
706 Arc composite du Foehn étoilé (+4);Arcs et flèches;161;;706;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;10;;;;;;;;;;Prérequis : Force : 161, Dextérité : 706     Bonus :  +60% archerie, +10 Immob Transpercer armure Coup assommant    Obtention : Quête de Durikh le forgeron ou 82.500.000 (Rilouf SH 780,1080,0)     Prix de vente: 5.000.000     Encombrement : 11    Dommages : 282-435 (anc 281-463) | ;
793 Arc composite de l'Harmattan étoilé (+4);Arcs et flèches;178;;793;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;10;;;;;;;;;;Prérequis : Force : 178, Dextérité : 793     Bonus : +60% archerie, +10 Immob, Transpercer armure, Coup assommant    Obtention : Ebéniste 93    Encombrement : 11    Dommages : 285-448 (anc 315-489) | ;
880 Arc composite du Notos étoilé (+4);Arcs et flèches;196;;880;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;10;;;;;;;;;;Prérequis : Force : 196, Dextérité : 880     Bonus : +60% archerie, +10 Immob, Transpercer armure, Coup assommant    Obtention : Ebéniste 105    Encombrement : 11     Dommages : 313-487 (anc 337-528) | ;
974 Arc composite des alizés (+4);Arcs et flèches;208;;974;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;10;;;;;;;;;;Prérequis : Force : 208, Dextérité : 974     Bonus : +60% archerie, +10 Immob, Transpercer armure, Coup assommant    Obtention : Ebéniste d'Urtanar : Hothien Ardiel, recette level 129     Encombrement : 11     Dommages : 338-528 | ;
1042 Arc ensorcelé de la bise noire (+4);Arcs et flèches;217;;1042;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;10;;;;;;;;;;Prérequis : Force : 217, Dextérité : 1042     Bonus : +60% archerie, +10 Immob, Transpercer armure, Coup assommant    Obtention : Ebéniste d'Urtanar : Hothien Ardiel, recette level 132     Encombrement : 11     Dommages : 359-564 | ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★           Haut de page     N'hésitez pas à signaler les erreurs ou bizarreries que vous pourriez rencontrer sur cette page. Merci. | ;
Heaumes;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbute des arènes;Armures spéciales;181;120;93;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;-20;;;;;;;;;;;;;Prérequis :  Force 181, Endurance 120, Dextérité 93, Attaque 500, Encombrement 8 Bonus : +6 CA -20 Coup puissant +30 Dommages Pendant un combat, durant des périodes de 12 secondes aléatoires (environ 2X par minute) , augmente de manière variable la valeur de Coup Puissant. | Obtention : Armurier 102 | ;
Chapeau du nomade d'Arakas;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;Prérequis :  Encombrement 3 Bonus : +4 CA +10 compétence Chercher Vous téléporte aléatoirement sur Arakas au moment ou vous vous en couvrez | Obtention : Couturier 24 | ;
Chapeau du nomade de Raven's Dust;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;Prérequis : Encombrement 3 Bonus : +4 CA +15 Compétence Chercher Vous téléporte aléatoirement sur Raven's Dust au moment ou vous vous en couvrez | Obtention : Couturier 50 | ;
Chapeau du nomade de Stoneheim;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;Prérequis : Encombrement 3 Bonus : +4 CA +20 Compétence Chercher Vous téléporte aléatoirement sur Stoneheim au moment ou vous vous en couvrez | Obtention : Couturier 74 | ;
Chapeau du nomade de Drake Island;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;Prérequis : Encombrement 3 Bonus : +4 CA + 25 Compétence Chercher Vous téléporte aléatoirement sur Drake Island au moment ou vous vous en couvrez | Obtention : Couturier 97 | ;
Chapeau du nomade légendaire;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;Prérequis : Encombrement 3 Bonus : +4 CA + 25 Compétence Chercher ?? Vous téléporte aléatoirement sur Altéa au moment ou vous vous en couvrez | Obtention : Couturier 108 | ;
Masque de loup;Armures spéciales;41;;41;;;;;;;;;;;;;;;;;;;;;;;;;100;;100;;;;;;;;;;;;;;;Prérequis : Force 27, Dext 41, Encombrement 1 Bonus : +3 CA +100 Attaque +100 Archerie | Obtention : Quête de l'enfant malade | ;
Chapeau du jeune magicien;Armures spéciales;;;;25;25;;;;;;10;10;;;;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Intel 30, sagesse 25, encombrement 1 Bonus : +2 CA +10 Intelligence +10 Sagesse +3 all puissances | Prix de revente : 2.632 | Obtention : Dasrinn le Dragon (village des nains AR) | ;
Chapeau à larges bords;Armures spéciales;;49;;33;33;;;;;;10;;;;;;;;;;;;5;;;;;;;;;;;;;;;;5;;;;;;Prérequis : Endu 18, intel 49, sagesse 33, encombrement 2 Bonus : +3 CA +10 Intelligence +5 Profusion de mana +5 résist eau | Prix de revente : 547 | Obtention : Couturier 15 | ;
Chapeau de glace;Armures spéciales;;;;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Intel 603, sagesse 21, Encombrement 4 Bonus : +5 CA +50 Int +10 Puissance Eau +5 Puissance Air / Nécro +5 Résistance Eau / Air / Terre +3 Résistance Nécro - 5 Puissance Feu / Terre | Prix de revente : 125.923 | Obtention : Zartgax de givre (Niève) | ;
Masque Gobelin;Armures spéciales;;30;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endurance 30, encombrement 0 Bonus : +1 CA +1 Force | Obtention : Gobelin shaman (AR) | ;
Masque de Gobelin glacé;Armures spéciales;;45;;;;;;;;;;;;;;;10;;;;;;;;;;;;-25;;;;;;;;;;;;;;;;Prérequis : Endurance 45, Encombrement  2 Bonus : +3 CA -25 Esquive +10 Puissance Eau +10 Résistance Eau +5 Int | Prix de revente : 1.852 | Obtention : Gobelin gardien des glaces (Niève) | ;
Diadème volcanique;Armures spéciales;;;;21;21;;;;;;50;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Intel 603, Sagesse 21 Bonus : +5 CA +50 Intel +15 Puissance Feu + 5 Puissance nécro -5 Puissance eau +5 Résistance Feu +3 Résistance Air / Terre / Nécro -5 Résistance Eau | Obtention : Monstres B'Zerillis (DI) | ;
Chapeau en feuilles;Armures spéciales;;;;68;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Intel 41, Sagesse 68 Bonus : +5 CA +10 Puissance Terre +25 Sag | Obtention : Quête des livres de chance | ;
Sombre chapeau;Armures spéciales;;;;21;21;;;;;;25;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Intel 120, Sagesse 21 Bonus : +5 CA +10 Puissance Nécro +25 Intel | Obtention : Quête des livres de chance | ;
Couvre chef;Armures spéciales;15;15;372;;;;;20;;40;;;;;;;;;;;;;;;;;;;50;;;;;;;;;10;;;;;;;Prérequis : Dextérité 372, Force 94, Endurance 15 Bonus : +5 CA +50 Esquive +40 Dext +20 Force +10 Immobilisation +(1xNiveau du personnage) en Archerie | Prix de revente : 23.547 Obtention : Drakes Vigrator (DI) | ;
Bandeau mystique du vent (item standard modifié);Armures spéciales;;;;115;115;;;;;;;;;;;;;;;10;;;;;;;;;50;;;;;;;;;;;;;;;;Prérequis : Intel 76, Sagesse 115, Encombrement 3 Bonus : +50 Esquive +10 Puissance Lumière +15 Puissance Air | Obtention : Coffre Oracle | ;
Couronne de la liche;Armures spéciales;;;;21;21;;;;;;50;;;;;;;;;;10;;;50;;;;;;;;;;;;;;;12;;;;;;Prérequis : Intel 920, Sagesse 21. Bonus : +10 CA +12 Profusion de mana +10 Puissance en nécro -12 Résistance à la lumière +2 Résistance à la terre +2 Résistance à l'eau +2 Résistance au feu +2 Résistance à l'air +50 Intelligence | Obtention : Forgeron 101 | ;
Etincelle de lumière;Armures spéciales;;;;583;583;;;;;;;50;;;;;;;;50;;;;;;;;;;;;;;;;;;;10;;;;;;Prérequis : Intel 48, Sagesse 583, Encombrement 3 Bonus : +5 CA +25 Puissance Lumière +50 Sagesse +10 Profusion de mana +20 Retour à la vie | Obtention : Clerc Hykal (Abysses DI) | ;
Chapeau Brun;Armures spéciales;;50;16;12;12;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;;;Prérequis : Endu 75, Dext 50, Intel 16, Sagesse 12 Bonus : +1 CA +10 se faufiler et se dissimuler -2 esquive | Prix de revente : 7.999 Obtention : Coffre à surprise AR | ;
Casque en frêne;Armures spéciales;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;Prérequis : Endu 30, Encombrement 3 Bonus : +2 CA +5 Coup assommant | Prix de revente : 547 Obtention : Ebéniste level 2 | ;
Chapeau de Noël;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : sans Bonus : +3 Chance | Prix de revente : 1.000 Obtention : Quête de Noël | ;
Ceintures;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceinture de sagesse (standard  T4C mais très demandée);Armures spéciales;;;;;;;;;;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Sagesse 60, Intelligence 60, encombrement 0 Bonus : +5 CA +25 sagesse et intelligence Obtention : Drop Mausolée RD, Vicaires Ramiel et Kervian (repop 20 min) (ce sont les deux premiers) | ;
